Ticker,Total_Trades,CAGR_%,Total_Return_%,Win_Rate_%,Avg_Win_%,Avg_Loss_%,Max_Win_%,Std_Dev_%,Qualified,Qualification_Reason
NVDA,3,64.14582774153124,1103.0627416656496,66.66666666666666,290.94059050692414,-14.756115439952008,516.5945378055663,286.47838069747723,True,"Std Dev 286.5% ≥30%, Max Win 516.6% ≥150%, Avg Win 290.9% ≥40%"
AVGO,2,46.508670520316265,579.9959348209383,100.0,120.74520804522201,0.0,226.3374983793179,149.3300490725159,True,"Std Dev 149.3% ≥30%, Max Win 226.3% ≥150%, Avg Win 120.7% ≥40%"
GE,2,39.914698185545696,439.6619075311661,100.0,118.42846442335461,0.0,226.15379938747756,152.34662971744726,True,"Std Dev 152.3% ≥30%, Max Win 226.2% ≥150%, Avg Win 118.4% ≥40%"
GOOGL,2,30.864557648621926,285.7951691516877,100.0,47.43602209903989,0.0,53.817905782353705,9.025346458429967,True,Avg Win 47.4% ≥40%
LLY,3,30.383321721234324,278.72677910156256,33.33333333333333,350.8844411585241,-18.43999433062671,350.8844411585241,213.23029767401644,True,"Std Dev 213.2% ≥30%, Max Win 350.9% ≥150%, Avg Win 350.9% ≥40%"
NFLX,2,27.061173993211906,232.70901302452089,50.0,251.3512560786455,-5.175974114170623,251.3512560786455,181.39214402834273,True,"Std Dev 181.4% ≥30%, Max Win 251.4% ≥150%, Avg Win 251.4% ≥40%"
ORCL,3,24.17658222449688,196.4878956445694,100.0,47.16040598646282,0.0,93.873386767796,40.53440301312097,True,"Std Dev 40.5% ≥30%, Avg Win 47.2% ≥40%"
MU,4,23.726640603699,191.13488329677583,25.0,42.80680238113627,-10.588897151468304,42.80680238113627,26.837362987378675,True,Avg Win 42.8% ≥40%
JPM,2,20.56867202565069,155.70227325439456,100.0,44.15714113858925,0.0,73.4723191675796,41.457922351979924,True,"Std Dev 41.5% ≥30%, Avg Win 44.2% ≥40%"
META,4,20.202243179260982,151.82546371307384,75.0,58.816235770508406,-12.084795249863465,165.1683107553992,83.20084134400918,True,"Std Dev 83.2% ≥30%, Max Win 165.2% ≥150%, Avg Win 58.8% ≥40%"
AMAT,4,19.704794729025686,146.63793546371465,50.0,50.33091547805758,-12.000548985169853,57.28120168005165,36.468325599966555,True,"Std Dev 36.5% ≥30%, Avg Win 50.3% ≥40%"
LRCX,5,18.999859452261813,139.43357971401215,40.0,37.03907964405908,-14.20533369472353,59.67054166534199,32.48281864829764,True,Std Dev 32.5% ≥30%
RTX,2,18.241180049095917,131.8692599185944,50.0,21.10690970132809,-8.824817255570085,21.10690970132809,21.164927103846882,False,Does not meet criteria
AMD,4,17.209933271038658,121.8954169174195,50.0,39.38533209429559,-15.99644831951903,58.603765372816355,35.617913660878365,True,Std Dev 35.6% ≥30%
AXP,3,16.926861719164997,119.21865641708385,66.66666666666666,36.47141590612735,-12.729034122531383,42.69396731525889,29.079458506767278,False,Does not meet criteria
WMT,1,15.191327359321916,103.36680386161807,0.0,0.0,-15.720101919606192,-15.720101919606192,,False,Does not meet criteria
TJX,2,14.6117955262004,98.28305740928656,0.0,0.0,-10.37907937015429,-7.070263038813357,4.679372931183939,False,Does not meet criteria
CAT,4,14.19127842056691,94.65833357391362,50.0,33.01459827281808,-12.689230164922053,57.35549181149327,33.037605092127315,True,Std Dev 33.0% ≥30%
XOM,4,13.476707617201678,88.62077833023079,25.0,142.93852958061132,-9.198948161701603,142.93852958061132,76.22536709780339,True,"Std Dev 76.2% ≥30%, Avg Win 142.9% ≥40%"
MSFT,3,12.934122672721182,84.13730426940921,66.66666666666666,38.37376478254489,-11.79055271241829,52.64395773031042,32.287118019600534,True,Std Dev 32.3% ≥30%
MRK,2,11.689373985940321,74.17370438270574,100.0,22.24368405584939,0.0,39.55531671950227,24.482345699758977,False,Does not meet criteria
CSCO,2,11.597023087977941,73.45205313072213,100.0,3.904016762998736,0.0,7.344420437184309,4.865465536071463,False,Does not meet criteria
INTU,3,10.328447692255693,63.77908948669435,66.66666666666666,29.8540427847987,-1.7808115226404873,35.32393331599079,19.065878022640153,False,Does not meet criteria
PNC,3,9.746966911923117,59.49218637619024,66.66666666666666,29.884321443442342,-17.799787750777757,34.81712119674597,27.96886250734843,False,Does not meet criteria
GD,3,8.640010216653394,51.57971996154789,66.66666666666666,23.141809749680945,-11.824363735112675,35.00031299095852,23.41299913537247,False,Does not meet criteria
MMC,3,8.275166423691992,49.041878670501774,66.66666666666666,28.888373465474054,-9.946679809122354,30.739241977789668,22.497692515680992,False,Does not meet criteria
AMZN,2,7.491906719874453,43.708419497680694,50.0,51.26807011469878,-14.563939799294292,51.26807011469878,46.55026062932453,True,"Std Dev 46.6% ≥30%, Avg Win 51.3% ≥40%"
AAPL,4,7.474513436611696,43.59174284591674,75.0,10.571329126712032,-9.42566621534265,14.088154626224721,10.305809175459213,False,Does not meet criteria
GILD,4,7.457828144382694,43.47988679962162,25.0,15.46549354671211,-9.226074252810486,15.46549354671211,13.506545751890817,False,Does not meet criteria
ABBV,4,7.176327641319502,41.603238063049375,50.0,21.68174560821539,-8.734929164041814,31.67733028993791,19.41374243479864,False,Does not meet criteria
COST,5,6.99164766540068,40.38276726379398,40.0,50.544130026322435,-12.777918333237034,84.68844457210876,42.40409898733676,True,"Std Dev 42.4% ≥30%, Avg Win 50.5% ≥40%"
CB,4,6.752449929693394,38.81454740905769,25.0,19.76764821422924,-8.970994480657255,19.76764821422924,14.52607977478869,False,Does not meet criteria
REGN,3,6.192185124585237,35.196225537109406,66.66666666666666,11.208927346530698,-6.754668430894435,18.735884020533618,12.814783176364157,False,Does not meet criteria
MO,3,5.963102655671104,33.73869296340945,33.33333333333333,2.819284368660498,-6.952319732428998,2.819284368660498,6.778772429530532,False,Does not meet criteria
CME,3,5.598369090301958,31.44407071914675,33.33333333333333,6.602791221355485,-3.649962039985314,6.602791221355485,6.513069485656322,False,Does not meet criteria
VRTX,3,5.473850988275353,30.667958872985835,33.33333333333333,90.12070975733863,-17.045660453949928,90.12070975733863,62.24850786550315,True,"Std Dev 62.2% ≥30%, Avg Win 90.1% ≥40%"
SCHW,3,5.325869052907661,29.750375221252508,33.33333333333333,30.95367137678611,-15.805367001577443,30.95367137678611,29.697919634201057,False,Does not meet criteria
NOC,3,5.208697016323738,29.027499249267603,33.33333333333333,41.64322860986259,-12.34383292856509,41.64322860986259,31.247258423002634,True,"Std Dev 31.2% ≥30%, Avg Win 41.6% ≥40%"
TSLA,5,5.159336529277758,28.723943987274215,40.0,5.8966150722174175,-6.115653582238003,9.932422132530707,9.83364975982433,False,Does not meet criteria
ICE,3,5.072170005124832,28.18928735427857,66.66666666666666,23.526014289600344,-12.832301919968724,46.46864638303811,31.096732195519273,True,Std Dev 31.1% ≥30%
LOW,3,5.02641617412054,27.909357890319864,66.66666666666666,16.485755513604218,-5.495452416181316,25.165421935969896,15.375124169288227,False,Does not meet criteria
TMUS,4,4.797708815002988,26.51741782569892,50.0,25.583722966997616,-8.451231142170384,50.35589724111752,28.20009875005589,False,Does not meet criteria
SLB,5,4.605672371066594,25.35805316219334,40.0,29.414996065430312,-8.388616114051924,57.07958347214005,28.754438852953196,False,Does not meet criteria
PM,6,4.555586748831275,25.05707890052803,33.33333333333333,35.74121350654678,-8.264207566215,62.99510225544452,28.54165091679473,False,Does not meet criteria
SO,4,3.1053610302549606,16.590092020416286,50.0,17.880258721020756,-8.106144831479549,26.632373562697552,16.62635251359545,False,Does not meet criteria
V,4,2.6811818436338175,14.20241068725587,0.0,0.0,-9.633282498396726,-5.153585546322292,3.7284017357367767,False,Does not meet criteria
EOG,7,2.5374976816025185,13.402559490394797,28.57142857142857,55.658437480583316,-11.617329798768198,110.37052573195996,45.85538061331453,True,"Std Dev 45.9% ≥30%, Avg Win 55.7% ≥40%"
USB,4,2.2967271968917125,12.072315809631418,50.0,14.434774117850901,-13.425714682030883,15.208250566192879,16.119245760326628,False,Does not meet criteria
KO,2,1.9942330722680701,10.418793947601353,50.0,5.072285459441587,-8.227045568103879,5.072285459441587,9.404047154822054,False,Does not meet criteria
CVX,5,1.915976801926833,9.994219303894152,20.0,77.47967510472462,-11.482219702760744,77.47967510472462,39.96188442761462,True,"Std Dev 40.0% ≥30%, Avg Win 77.5% ≥40%"
BMY,3,1.3470842788030346,6.9468625732422336,33.33333333333333,10.828548066226766,-6.002895057752147,10.828548066226766,10.652414997496953,False,Does not meet criteria
PG,3,1.1359205617539558,5.833094427871747,66.66666666666666,8.349903587117055,-9.834724983596459,11.508321190097757,10.963690399363184,False,Does not meet criteria
T,5,0.9061276210957203,4.631641135931022,20.0,71.1051046509165,-11.56494558491032,71.1051046509165,36.982136195354386,True,"Std Dev 37.0% ≥30%, Avg Win 71.1% ≥40%"
MA,5,0.85357605357812,4.358420307922425,0.0,0.0,-9.57887049094306,-6.691081030570197,1.7895886336667646,False,Does not meet criteria
ABT,3,0.7599199827673431,3.8729095985413005,33.33333333333333,3.5062263388920725,-10.122288924545693,3.5062263388920725,8.184525329912322,False,Does not meet criteria
SYK,5,0.5894655465610965,2.993920450592032,40.0,13.683886979634057,-7.072877781002378,22.74827549375451,13.36694546736137,False,Does not meet criteria
BLK,4,0.5835759607254243,2.963656201171925,50.0,13.19808585007873,-14.244467330139955,15.994003026735237,16.090730630661653,False,Does not meet criteria
CVS,5,0.2926051704519761,1.477314373016452,20.0,19.696677055573886,-12.21571143279121,19.696677055573886,14.43178209984029,False,Does not meet criteria
DUK,4,0.18903288395468731,0.9524108634949152,25.0,6.703020517609539,-10.437480443604967,6.703020517609539,9.104918651024938,False,Does not meet criteria
BKNG,7,-0.10287070868478798,-0.5152655151366707,28.57142857142857,38.255220992038375,-12.034823254439791,56.41563118779743,26.917785525200603,False,Does not meet criteria
ITW,3,-0.11454731063637036,-0.5736174232482517,66.66666666666666,7.115618112551495,-10.53207272148289,8.817168803770576,10.33000187218482,False,Does not meet criteria
ADI,6,-0.18859107837612132,-0.9430014419554936,50.0,7.272539732712644,-12.78224711000403,11.723598408979571,11.516110197149715,False,Does not meet criteria
ADP,5,-0.19443922677930825,-0.9721293563842117,40.0,18.298215174651247,-10.7667080783951,24.19358213414628,16.514020395517814,False,Does not meet criteria
AMGN,5,-0.6321956437111198,-3.1330777633666367,40.0,6.887809894993043,-9.151321552085857,9.425811035118132,9.005265849446467,False,Does not meet criteria
PLD,5,-0.8674591557432665,-4.278736301422086,20.0,26.81401091392971,-9.615428250597196,26.81401091392971,16.48641850410297,False,Does not meet criteria
PEP,3,-1.2429662438970146,-6.084835271453849,33.33333333333333,23.95767795705492,-12.626874593020332,23.95767795705492,21.258562566519693,False,Does not meet criteria
SPGI,6,-1.5152226462954665,-7.3771756134032875,33.33333333333333,12.7878513136165,-7.609198079780672,13.098585495799092,11.087027453750517,False,Does not meet criteria
JNJ,5,-1.5956862375065994,-7.756379191589331,20.0,3.791169786087261,-10.47478258812744,3.791169786087261,6.685991593820597,False,Does not meet criteria
LMT,4,-1.7619002465939615,-8.535765580749448,50.0,2.683861023645893,-8.362375773299286,3.1272670007152517,6.506518231999204,False,Does not meet criteria
CRM,6,-1.8501417512691076,-8.947386527252148,16.666666666666664,39.17112773837847,-8.224864116587986,39.17112773837847,19.602383094545672,False,Does not meet criteria
CMCSA,3,-1.87232039247488,-9.050609799384983,33.33333333333333,4.9774026538788725,-6.82355679307237,4.9774026538788725,8.0449551124705,False,Does not meet criteria
CI,6,-2.032562830902185,-9.793625089263843,33.33333333333333,12.982959658052241,-8.178048903518633,21.503893956751263,12.810561111406729,False,Does not meet criteria
MDT,3,-2.059486052599435,-9.91798483428951,33.33333333333333,0.1240801944242646,-6.4479446251563735,0.1240801944242646,6.699356166000442,False,Does not meet criteria
PFE,4,-2.6315392050358932,-12.528051941680843,25.0,30.73165436645923,-12.79548288548625,30.73165436645923,21.797838527505046,False,Does not meet criteria
ACN,6,-2.880283474418188,-13.643915583801228,33.33333333333333,13.108123133434736,-9.291025263011598,19.066574408327718,12.529969454194429,False,Does not meet criteria
HD,5,-3.325258130124298,-15.611617284393287,40.0,12.064752629250407,-12.500083974371643,15.745091945196057,13.91511733821741,False,Does not meet criteria
MCD,5,-3.9554298109828356,-18.33668121337888,20.0,1.6974435019934633,-8.474116898298096,1.6974435019934633,5.2379580680389655,False,Does not meet criteria
NSC,6,-4.277082839425805,-19.70018437881463,33.33333333333333,1.017996775896402,-9.561581645976801,1.7909403278267844,5.782704884507843,False,Does not meet criteria
DE,7,-4.4347836471118836,-20.361992135620067,28.57142857142857,14.994185338091398,-9.845464775155113,15.13559970423077,12.233177066744489,False,Does not meet criteria
INTC,6,-5.110597819966156,-23.148839215278592,16.666666666666664,8.043302470241102,-13.23820783643256,8.043302470241102,9.48184119363744,False,Does not meet criteria
ZTS,5,-5.398856158151377,-24.313502714538547,20.0,18.846353409796592,-10.646099173320259,18.846353409796592,13.975824836013365,False,Does not meet criteria
TMO,7,-5.678157309511233,-25.428452137756274,14.285714285714285,11.167753109267458,-8.974817329306516,11.167753109267458,7.851475561044548,False,Does not meet criteria
BA,6,-5.8780874702041075,-26.218450886535592,16.666666666666664,8.648541408958717,-8.191720082146077,8.648541408958717,8.174106673340173,False,Does not meet criteria
UNH,6,-6.428307746748885,-28.35803235015863,16.666666666666664,39.97309692121298,-12.23838846715567,39.97309692121298,22.780855334944004,False,Does not meet criteria
DHR,7,-6.434733840248075,-28.382723839569007,28.57142857142857,11.026914280034442,-11.233143427554786,20.08850120632452,12.115768107518198,False,Does not meet criteria
HON,5,-6.618959566250126,-29.087696305084183,20.0,0.037710819100484815,-8.214993591951684,0.037710819100484815,5.374455202932312,False,Does not meet criteria
ADBE,6,-6.627794517022845,-29.12136463775627,33.33333333333333,15.579959908773118,-14.623185114405864,28.10178311326414,17.63694400025441,False,Does not meet criteria
UPS,5,-7.146137600438651,-31.074387084579403,20.0,13.810475235330255,-12.874342674582689,13.810475235330255,12.428193646978313,False,Does not meet criteria
UNP,5,-7.288774462786696,-31.60418337783807,0.0,0.0,-7.034824304113083,-0.2500496553039312,5.178898103375339,False,Does not meet criteria
VZ,5,-7.3329201304152996,-31.767491164207414,20.0,11.141576330445803,-11.387679311314546,11.141576330445803,11.279128553574987,False,Does not meet criteria
SBUX,6,-8.577789144255831,-36.24568372879023,16.666666666666664,4.157273689694179,-9.282805368070246,4.157273689694179,6.838977069821282,False,Does not meet criteria
QCOM,7,-8.687962428417995,-36.63038140411374,14.285714285714285,31.788024759141127,-12.64004757723532,31.788024759141127,17.23126286203113,False,Does not meet criteria
NKE,5,-9.385971919329162,-39.02468980865474,0.0,0.0,-9.347211041333713,-0.7015611108172285,5.567270245896825,False,Does not meet criteria
NEE,6,-9.95738237289685,-40.930327699088984,16.666666666666664,8.48282303036927,-12.392342256027826,8.48282303036927,9.571397990031517,False,Does not meet criteria
TXN,8,-10.960062490084999,-44.15880411758414,25.0,7.34875328362217,-10.815703853203217,7.865204873116244,8.671586667998113,False,Does not meet criteria
CL,8,-11.079497665084359,-44.53374999542231,12.5,20.113228767334647,-10.472250487726184,20.113228767334647,11.036421918955435,False,Does not meet criteria
BDX,6,-11.279716496455682,-45.15777762832636,0.0,0.0,-9.646480415355457,-4.048043863161839,3.582423635615178,False,Does not meet criteria
DIS,4,-11.468172413027789,-45.73999503021236,0.0,0.0,-15.11671844880648,-6.100004068894765,10.221378569687184,False,Does not meet criteria
MDLZ,8,-12.055529824540546,-47.52290671653741,12.5,1.407614066956171,-8.92027404095976,1.407614066956171,5.674214746030229,False,Does not meet criteria
